"","sex","age","occupations"
"1456",1,55,0
"1457",1,2,-1
"1458",1,27,21
"1459",1,52,15
"1460",0,56,0
"1461",1,3,-1
"1462",0,46,15
"1463",1,34,2
"1464",0,18,-1
"1465",1,57,2
"1466",1,25,14
"1467",1,21,13
"1468",0,7,-1
"1469",0,31,2
"1470",1,32,2
"1471",1,26,14
"1472",1,41,20
"1473",1,13,-1
"1474",1,74,18
"1475",0,42,7
"1476",0,49,12
"1477",1,33,12
"1478",1,10,-1
"1479",0,24,0
"1480",0,27,14
"1481",0,16,-1
"1482",0,58,1
"1483",1,29,21
"1484",1,53,14
"1485",1,20,19
"1486",1,63,0
"1487",0,54,19
"1488",1,21,2
"1489",0,27,20
"1490",1,7,-1
"1491",1,26,14
"1492",1,27,19
"1493",1,48,0
"1494",1,23,2
"1495",1,22,1
"1496",1,3,-1
"1497",1,18,-1
"1498",0,6,-1
"1499",1,40,6
"1500",1,6,-1
"1501",1,38,1
"1502",1,56,21
"1503",1,44,16
"1504",1,11,-1
"1505",1,72,14
"1506",1,62,14
"1507",1,32,21
"1508",1,13,-1
"1509",0,37,14
"1510",0,26,15
"1511",1,79,20
"1512",1,28,19
"1513",1,11,-1
"1514",1,53,2
"1515",1,28,15
"1516",0,2,-1
"1517",1,3,-1
"1518",1,25,21
"1519",0,67,14
"1520",1,30,18
"1521",1,28,21
"1522",1,92,14
"1523",1,64,12
"1524",0,20,12
"1525",1,42,12
"1526",0,48,1
"1527",1,59,12
"1528",1,32,16
"1529",1,11,-1
"1530",1,22,12
"1531",1,16,-1
"1532",1,11,-1
"1533",1,15,-1
"1534",1,41,12
"1535",0,17,-1
"1536",1,18,-1
"1537",1,44,18
"1538",1,34,5
"1539",0,21,21
"1540",1,11,-1
"1541",0,62,14
"1542",0,46,0
"1543",1,64,14
"1544",0,42,14
"1545",0,15,-1
"1546",1,54,1
"1547",0,54,1
"1548",1,35,1
"1549",1,23,2
"1550",1,28,14
"1551",1,42,14
"1552",1,6,-1
"1553",1,15,-1
"1554",1,45,14
"1555",1,22,0
"1556",1,14,-1
"1557",1,29,0
"1558",0,27,12
"1559",1,47,16
"1560",1,31,18
"1561",1,40,19
"1562",1,39,14
"1563",1,10,-1
"1564",0,39,0
"1565",1,26,12
"1566",0,5,-1
"1567",1,5,-1
"1568",1,62,0
"1569",0,49,2
"1570",1,51,1
"1571",1,3,-1
"1572",1,29,14
"1573",1,47,21
"1574",1,57,0
"1575",0,56,21
"1576",1,36,12
"1577",0,47,20
"1578",1,26,1
"1579",1,43,2
"1580",1,12,-1
"1581",1,32,21
"1582",1,60,1
"1583",1,51,1
"1584",1,42,7
"1585",1,30,14
"1586",1,28,14
"1587",0,28,20
"1588",1,16,-1
"1589",1,27,14
"1590",1,24,13
"1591",1,28,14
"1592",0,43,21
"1593",0,7,-1
"1594",0,24,0
"1595",1,55,9
"1596",1,77,16
"1597",1,30,0
"1598",1,48,9
"1599",1,16,-1
"1600",1,49,14
"1601",1,30,18
"1602",1,19,9
"1603",1,34,2
"1604",0,35,2
"1605",1,4,-1
"1606",1,72,14
"1607",1,6,-1
"1608",0,54,12
"1609",1,77,11
"1610",1,0,-1
"1611",0,25,15
"1612",1,50,12
"1613",1,27,15
"1614",0,63,11
"1615",0,44,0
"1616",1,15,-1
"1617",0,48,7
"1618",1,10,-1
"1619",1,32,12
"1620",0,29,0
"1621",0,12,-1
"1622",1,40,18
"1623",1,3,-1
"1624",1,36,1
"1625",1,12,-1
"1626",1,46,1
"1627",1,20,2
"1628",1,27,14
"1629",1,36,0
"1630",1,62,0
"1631",1,62,21
"1632",0,10,-1
"1633",1,13,-1
"1634",0,38,18
"1635",1,21,20
"1636",1,34,13
"1637",1,69,12
"1638",1,35,0
"1639",1,36,15
"1640",1,73,12
"1641",1,26,15
"1642",1,48,1
"1643",1,45,21
"1644",0,33,2
"1645",1,8,-1
"1646",1,19,12
"1647",1,37,2
"1648",1,17,-1
"1649",1,33,12
"1650",1,39,12
"1651",1,17,-1
"1652",0,48,12
"1653",1,2,-1
"1654",1,62,9
"1655",1,10,-1
"1656",0,74,12
"1657",1,44,15
"1658",1,13,-1
"1659",1,20,18
"1660",1,32,14
"1661",1,28,18
"1662",1,15,-1
"1663",0,11,-1
"1664",1,26,14
"1665",0,74,15
"1666",1,7,-1
"1667",1,62,14
"1668",1,48,9
"1669",1,13,-1
"1670",1,79,16
"1671",1,8,-1
"1672",1,14,-1
"1673",0,20,15
"1674",1,5,-1
"1675",1,35,9
"1676",1,57,12
"1677",0,51,16
"1678",1,44,2
"1679",1,32,12
"1680",1,47,15
"1681",1,51,0
"1682",1,77,12
"1683",1,56,0
"1684",0,21,14
"1685",1,65,1
"1686",1,54,16
"1687",0,2,-1
"1688",1,61,14
"1689",1,55,12
"1690",0,11,-1
"1691",1,24,8
"1692",1,46,1
"1693",1,60,14
"1694",1,36,16
"1695",0,59,14
"1696",1,25,15
"1697",1,22,14
"1698",1,67,12
"1699",0,52,0
"1700",1,47,19
"1701",0,28,12
"1702",0,3,-1
"1703",1,20,2
"1704",0,3,-1
"1705",0,7,-1
"1706",1,43,12
"1707",1,27,0
"1708",1,43,2
"1709",0,101,20
"1710",0,15,-1
"1711",1,29,15
"1712",1,31,12
"1713",1,19,19
"1714",0,12,-1
"1715",1,2,-1
"1716",1,41,1
"1717",1,22,1
"1718",0,17,-1
"1719",1,31,21
"1720",1,31,14
"1721",1,14,-1
"1722",1,37,20
"1723",1,32,12
"1724",0,28,21
"1725",0,19,15
"1726",1,15,-1
"1727",1,3,-1
"1728",1,85,14
"1729",1,31,14
"1730",1,26,13
"1731",1,9,-1
"1732",1,3,-1
"1733",1,55,2
"1734",0,54,16
"1735",0,32,18
"1736",1,14,-1
"1737",1,38,2
"1738",1,48,1
"1739",1,11,-1
"1740",1,57,2
"1741",1,43,1
"1742",1,34,12
"1743",1,48,14
"1744",1,27,21
"1745",1,33,2
"1746",1,42,14
"1747",1,29,12
"1748",0,21,20
"1749",0,28,8
"1750",1,34,21
"1751",0,8,-1
"1752",1,13,-1
"1753",1,17,-1
"1754",1,20,0
"1755",1,54,21
"1756",1,7,-1
"1757",1,32,12
"1758",1,46,12
"1759",1,38,12
"1760",1,6,-1
"1761",1,2,-1
"1762",1,14,-1
"1763",1,2,-1
"1764",0,34,19
"1765",1,45,14
"1766",1,42,16
"1767",1,58,14
"1768",1,15,-1
"1769",1,10,-1
"1770",1,32,1
"1771",0,45,13
"1772",0,27,14
"1773",0,15,-1
"1774",1,33,13
"1775",0,30,7
"1776",1,24,16
"1777",1,68,12
"1778",1,42,16
"1779",1,23,0
"1780",1,35,0
"1781",1,56,15
"1782",1,55,21
"1783",1,5,-1
"1784",0,12,-1
"1785",1,44,18
"1786",0,59,12
"1787",1,15,-1
"1788",0,1,-1
"1789",1,30,12
"1790",1,45,19
"1791",0,26,14
"1792",1,46,15
"1793",1,30,20
"1794",1,50,0
"1795",0,28,14
"1796",1,21,21
"1797",0,44,1
"1798",1,55,12
"1799",1,3,-1
"1800",1,63,12
"1801",1,43,0
"1802",1,30,7
"1803",1,43,12
"1804",1,14,-1
"1805",1,26,7
"1806",1,43,18
"1807",0,35,19
"1808",0,20,0
"1809",1,35,14
"1810",1,50,20
"1811",1,41,20
"1812",1,7,-1
"1813",1,39,1
"1814",0,3,-1
"1815",0,48,14
"1816",0,58,1
"1817",1,57,20
"1818",0,36,12
"1819",1,19,2
"1820",1,0,-1
"1821",1,54,12
"1822",1,7,-1
"1823",0,13,-1
"1824",0,38,2
"1825",1,9,-1
"1826",0,41,15
"1827",1,47,16
"1828",1,12,-1
"1829",1,21,1
"1830",1,1,-1
"1831",1,27,21
"1832",1,87,14
"1833",1,23,15
"1834",1,33,21
"1835",1,47,2
"1836",1,12,-1
"1837",1,61,18
"1838",1,48,4
"1839",0,26,20
"1840",1,11,-1
"1841",1,7,-1
"1842",0,41,1
"1843",1,35,18
"1844",0,32,20
"1845",1,38,1
"1846",1,60,12
"1847",1,30,11
"1848",1,15,-1
"1849",0,60,1
"1850",1,91,18
"1851",1,78,0
"1852",1,55,2
"1853",1,2,-1
"1854",1,6,-1
"1855",1,16,-1
"1856",0,20,12
"1857",1,35,12
"1858",1,32,14
"1859",0,32,19
"1860",0,39,19
"1861",1,53,0
"1862",1,18,-1
"1863",1,14,-1
"1864",1,24,1
"1865",1,9,-1
"1866",0,41,2
"1867",1,80,2
"1868",1,48,15
"1869",0,15,-1
"1870",1,38,12
"1871",1,9,-1
"1872",1,43,9
"1873",1,21,2
"1874",1,48,16
"1875",1,38,1
"1876",1,6,-1
"1877",1,32,14
"1878",0,20,12
"1879",1,28,6
"1880",1,52,14
"1881",1,28,21
"1882",1,74,2
"1883",0,34,0
"1884",1,15,-1
"1885",0,39,12
"1886",1,24,0
"1887",1,26,0
"1888",1,34,5
"1889",1,2,-1
"1890",1,19,13
"1891",1,5,-1
"1892",0,9,-1
"1893",0,25,14
"1894",1,16,-1
"1895",1,90,1
"1896",1,47,14
"1897",1,2,-1
"1898",1,16,-1
"1899",1,9,-1
"1900",1,21,12
"1901",1,75,15
"1902",1,45,14
"1903",0,6,-1
"1904",1,41,16
"1905",0,30,12
"1906",1,20,1
"1907",1,31,12
"1908",1,18,-1
"1909",1,23,12
"1910",0,2,-1
"1911",1,34,11
"1912",1,22,11
"1913",1,2,-1
"1914",1,55,18
"1915",0,59,0
"1916",1,86,20
"1917",1,12,-1
"1918",0,21,18
"1919",1,29,12
"1920",0,29,21
"1921",0,20,21
"1922",1,53,2
"1923",1,56,12
"1924",0,63,1
"1925",1,40,9
"1926",0,3,-1
"1927",0,26,21
"1928",1,20,2
"1929",1,19,1
"1930",1,19,2
"1931",0,36,16
"1932",0,12,-1
"1933",0,13,-1
"1934",0,14,-1
"1935",1,16,-1
"1936",1,22,21
"1937",0,3,-1
"1938",1,72,14
"1939",0,30,12
"1940",1,27,0
"1941",1,26,0
"1942",1,24,16
"1943",1,32,12
"1944",1,29,21
"1945",1,29,14
"1946",1,34,16
"1947",1,13,-1
"1948",1,11,-1
"1949",0,33,21
"1950",1,52,1
"1951",1,34,19
"1952",1,57,14
"1953",1,1,-1
"1954",1,18,-1
"1955",1,28,20
"1956",1,31,12
"1957",0,33,11
"1958",1,31,1
"1959",1,1,-1
"1960",1,1,-1
"1961",1,28,18
"1962",1,33,1
"1963",0,45,12
"1964",1,24,4
"1965",1,32,18
"1966",0,34,1
"1967",0,45,20
"1968",1,17,-1
"1969",1,13,-1
"1970",1,28,12
"1971",1,33,1
"1972",0,6,-1
"1973",1,47,1
"1974",1,9,-1
"1975",1,50,18
"1976",0,53,2
"1977",1,43,10
"1978",0,6,-1
"1979",1,5,-1
"1980",1,18,-1
"1981",1,11,-1
"1982",1,33,14
"1983",1,42,12
"1984",1,16,-1
"1985",0,49,1
"1986",1,15,-1
"1987",1,36,1
"1988",1,30,9
"1989",0,5,-1
"1990",1,12,-1
"1991",0,16,-1
"1992",0,16,-1
"1993",0,22,20
"1994",0,12,-1
"1995",1,22,21
"1996",1,30,14
"1997",1,90,1
"1998",1,49,10
"1999",0,1,-1
"2000",0,11,-1
"2001",1,59,19
"2002",1,29,15
"2003",1,34,3
"2004",0,2,-1
"2005",1,35,14
"2006",0,28,18
"2007",0,7,-1
"2008",1,27,15
"2009",1,12,-1
"2010",1,57,19
"2011",1,50,1
"2012",0,50,12
"2013",1,30,12
"2014",1,45,20
"2015",1,48,3
"2016",1,2,-1
"2017",1,66,12
"2018",0,31,21
"2019",1,5,-1
"2020",1,49,21
"2021",1,15,-1
"2022",0,22,0
"2023",1,12,-1
"2024",1,31,12
"2025",1,90,20
"2026",1,93,2
"2027",1,24,1
"2028",1,9,-1
"2029",1,54,20
"2030",1,16,-1
"2031",0,60,21
"2032",1,25,1
"2033",0,25,21
"2034",1,40,14
"2035",1,20,1
"2036",1,32,15
"2037",1,46,14
"2038",1,13,-1
"2039",1,15,-1
"2040",1,41,1
"2041",0,27,21
"2042",0,23,19
"2043",1,5,-1
"2044",0,3,-1
"2045",1,37,12
"2046",1,67,12
"2047",1,12,-1
"2048",1,30,0
"2049",1,50,7
"2050",1,28,21
"2051",1,6,-1
"2052",1,20,1
"2053",1,15,-1
"2054",0,56,14
"2055",1,75,2
"2056",0,15,-1
"2057",1,7,-1
"2058",1,29,21
"2059",1,20,1
"2060",0,7,-1
"2061",0,40,2
"2062",1,15,-1
"2063",1,2,-1
"2064",1,4,-1
"2065",1,29,11
"2066",1,13,-1
"2067",1,16,-1
"2068",1,30,9
"2069",0,37,12
"2070",1,0,-1
"2071",1,11,-1
"2072",0,4,-1
"2073",0,50,14
"2074",0,2,-1
"2075",0,28,0
"2076",1,53,8
"2077",1,0,-1
"2078",1,30,5
"2079",1,12,-1
"2080",1,14,-1
"2081",1,14,-1
"2082",0,17,-1
"2083",1,6,-1
"2084",1,24,15
"2085",0,49,1
"2086",1,3,-1
"2087",0,77,1
"2088",1,2,-1
"2089",1,25,1
"2090",1,20,21
"2091",0,4,-1
"2092",1,47,9
"2093",1,56,12
"2094",0,38,16
"2095",1,12,-1
"2096",1,71,21
"2097",1,32,1
"2098",0,6,-1
"2099",1,2,-1
"2100",1,41,14
"2101",1,35,5
"2102",1,20,14
"2103",0,31,1
"2104",1,4,-1
"2105",0,33,14
"2106",1,61,12
"2107",1,52,19
"2108",1,56,14
"2109",0,17,-1
"2110",1,57,4
"2111",1,3,-1
"2112",1,34,17
"2113",0,79,21
"2114",1,20,2
"2115",1,27,19
"2116",0,42,21
"2117",0,17,-1
"2118",0,63,14
"2119",0,10,-1
"2120",1,4,-1
"2121",1,66,21
"2122",1,11,-1
"2123",1,9,-1
"2124",1,1,-1
"2125",1,23,12
"2126",1,17,-1
"2127",1,2,-1
"2128",1,38,14
"2129",1,36,15
"2130",1,22,19
"2131",1,73,18
"2132",1,21,1
"2133",0,10,-1
"2134",1,20,14
"2135",1,9,-1
"2136",0,20,19
"2137",0,6,-1
"2138",0,38,20
"2139",1,70,1
"2140",1,63,2
"2141",1,21,9
"2142",1,37,3
"2143",1,55,2
"2144",0,51,9
"2145",0,12,-1
"2146",1,2,-1
"2147",0,25,10
"2148",1,36,1
"2149",0,18,-1
"2150",1,30,10
"2151",1,24,14
"2152",1,51,2
"2153",1,61,2
"2154",1,72,14
"2155",1,1,-1
"2156",1,20,12
"2157",1,10,-1
"2158",0,31,14
"2159",0,5,-1
"2160",1,59,0
"2161",1,61,1
"2162",0,32,9
"2163",1,45,15
"2164",1,26,9
"2165",1,10,-1
"2166",1,73,1
"2167",1,7,-1
"2168",0,2,-1
"2169",1,3,-1
"2170",1,18,-1
"2171",0,30,14
"2172",1,11,-1
"2173",1,17,-1
"2174",1,9,-1
"2175",1,66,16
"2176",1,15,-1
"2177",1,47,18
"2178",1,59,1
"2179",1,82,9
"2180",1,60,14
"2181",0,68,14
"2182",1,22,18
"2183",1,49,0
"2184",1,7,-1
"2185",1,21,12
"2186",0,8,-1
"2187",0,22,2
"2188",0,34,9
"2189",1,15,-1
"2190",1,18,-1
"2191",1,16,-1
"2192",1,36,9
"2193",1,12,-1
"2194",1,21,12
"2195",1,61,19
"2196",1,36,0
"2197",1,14,-1
"2198",1,11,-1
"2199",1,33,0
"2200",0,27,12
"2201",1,51,2
"2202",1,9,-1
"2203",1,62,21
"2204",1,26,12
"2205",0,71,2
"2206",1,54,18
"2207",0,62,1
"2208",0,51,21
"2209",0,12,-1
"2210",0,30,16
"2211",1,30,20
"2212",1,25,0
"2213",1,81,14
"2214",1,40,2
"2215",1,44,12
"2216",1,2,-1
"2217",1,93,12
"2218",1,22,0
"2219",1,59,14
"2220",1,29,14
"2221",1,74,9
"2222",1,53,16
"2223",1,55,14
"2224",1,56,1
"2225",1,57,18
"2226",0,51,14
"2227",1,23,15
"2228",1,25,16
"2229",1,51,2
"2230",1,31,2
"2231",1,47,2
"2232",1,48,0
"2233",1,56,12
"2234",1,15,-1
"2235",1,42,12
"2236",1,31,2
"2237",1,12,-1
"2238",1,7,-1
"2239",1,16,-1
"2240",0,35,12
"2241",0,23,14
"2242",1,69,12
"2243",1,21,15
"2244",1,4,-1
"2245",1,13,-1
"2246",1,33,3
"2247",1,36,18
"2248",0,16,-1
"2249",1,1,-1
"2250",1,64,14
"2251",1,34,2
"2252",1,13,-1
"2253",1,32,14
"2254",1,36,2
"2255",1,17,-1
"2256",1,28,2
"2257",1,75,12
"2258",1,15,-1
"2259",1,15,-1
"2260",1,2,-1
"2261",0,7,-1
"2262",1,41,12
"2263",1,27,3
"2264",1,10,-1
"2265",1,82,14
"2266",1,19,18
"2267",0,60,2
"2268",1,70,21
"2269",0,52,2
"2270",1,72,2
"2271",0,37,12
"2272",1,33,14
"2273",1,9,-1
"2274",1,20,21
"2275",0,18,-1
"2276",1,19,1
"2277",1,33,16
"2278",1,22,8
"2279",1,30,20
"2280",1,35,2
"2281",1,34,19
"2282",1,34,14
"2283",0,61,15
"2284",1,53,12
"2285",1,26,9
"2286",0,6,-1
"2287",1,18,-1
"2288",1,1,-1
"2289",0,39,15
"2290",1,0,-1
"2291",1,65,14
"2292",0,2,-1
"2293",1,66,16
"2294",0,18,-1
"2295",1,31,19
"2296",1,13,-1
"2297",1,38,12
"2298",1,56,12
"2299",1,65,14
"2300",1,12,-1
"2301",1,33,14
"2302",1,18,-1
"2303",0,20,14
"2304",1,16,-1
"2305",1,5,-1
"2306",0,11,-1
"2307",1,56,12
"2308",1,33,12
"2309",0,20,8
"2310",1,5,-1
"2311",1,5,-1
"2312",1,35,14
"2313",0,35,1
"2314",0,52,2
"2315",0,45,2
"2316",1,48,0
"2317",0,52,1
"2318",0,31,21
"2319",1,39,0
"2320",1,20,2
"2321",1,66,15
"2322",0,40,9
"2323",1,13,-1
"2324",1,19,14
"2325",1,45,1
"2326",1,39,16
"2327",1,13,-1
"2328",1,8,-1
"2329",0,76,12
"2330",0,47,14
"2331",1,57,14
"2332",0,0,-1
"2333",1,15,-1
"2334",1,56,1
"2335",1,43,2
"2336",1,32,1
"2337",1,6,-1
"2338",1,53,21
"2339",1,6,-1
"2340",1,8,-1
"2341",1,30,2
"2342",1,30,14
"2343",0,28,14
"2344",1,25,4
"2345",0,27,9
"2346",1,33,0
"2347",1,55,10
"2348",1,36,2
"2349",1,9,-1
"2350",0,5,-1
"2351",0,29,14
"2352",1,23,16
"2353",1,15,-1
"2354",0,61,11
"2355",0,66,11
"2356",1,43,2
"2357",1,15,-1
"2358",1,1,-1
"2359",1,0,-1
"2360",0,31,21
"2361",1,6,-1
"2362",1,40,20
"2363",1,41,12
"2364",1,37,14
"2365",1,12,-1
"2366",0,13,-1
"2367",0,40,21
"2368",1,19,12
"2369",1,46,12
"2370",0,29,0
"2371",0,51,12
"2372",1,25,15
"2373",1,38,0
"2374",0,17,-1
"2375",1,15,-1
"2376",1,10,-1
"2377",1,9,-1
"2378",0,18,-1
"2379",1,10,-1
"2380",1,67,15
"2381",1,44,21
"2382",1,27,2
"2383",1,30,3
"2384",1,83,15
"2385",1,5,-1
"2386",1,21,12
"2387",1,32,12
"2388",1,3,-1
"2389",1,10,-1
"2390",1,32,1
"2391",1,2,-1
"2392",0,52,2
"2393",1,37,18
"2394",0,32,18
"2395",1,13,-1
"2396",0,31,2
"2397",0,20,1
"2398",0,82,10
"2399",1,28,1
"2400",1,90,14
"2401",1,11,-1
"2402",1,46,14
"2403",1,20,1
"2404",1,54,1
"2405",0,61,12
"2406",0,15,-1
"2407",1,22,16
"2408",1,37,2
"2409",1,9,-1
"2410",0,35,7
"2411",0,31,1
"2412",1,65,12
"2413",1,42,1
"2414",1,4,-1
"2415",1,5,-1
"2416",1,14,-1
"2417",1,22,12
"2418",1,2,-1
"2419",1,46,0
"2420",0,2,-1
"2421",1,21,7
"2422",1,44,18
"2423",1,44,15
"2424",1,28,9
"2425",1,42,0
"2426",0,91,2
"2427",1,21,16
"2428",0,39,14
"2429",1,18,-1
"2430",1,33,21
"2431",1,23,2
"2432",1,5,-1
"2433",1,33,2
"2434",1,50,19
"2435",1,37,2
"2436",1,29,2
"2437",1,49,21
"2438",0,7,-1
"2439",1,21,0
"2440",1,45,2
"2441",0,25,21
"2442",1,49,14
"2443",1,23,21
"2444",1,35,1
"2445",0,42,15
"2446",1,53,14
"2447",1,32,14
"2448",1,35,19
"2449",1,2,-1
"2450",0,29,12
"2451",1,62,14
"2452",0,16,-1
"2453",1,5,-1
"2454",1,34,1
"2455",1,14,-1
"2456",1,39,9
"2457",0,11,-1
"2458",0,49,21
"2459",0,23,1
"2460",1,3,-1
"2461",1,14,-1
"2462",1,11,-1
"2463",0,5,-1
"2464",1,19,14
"2465",1,0,-1
"2466",0,3,-1
"2467",1,9,-1
"2468",1,30,2
"2469",1,82,2
"2470",1,40,14
"2471",0,4,-1
"2472",1,32,16
"2473",0,4,-1
"2474",1,47,1
"2475",1,20,1
"2476",1,31,9
"2477",1,21,21
"2478",1,42,14
"2479",1,22,16
"2480",1,35,1
"2481",1,26,16
"2482",1,64,18
"2483",1,65,20
"2484",1,81,18
"2485",0,17,-1
"2486",0,68,14
"2487",1,43,3
"2488",1,32,21
"2489",1,34,1
"2490",0,1,-1
"2491",1,29,13
"2492",1,44,14
"2493",1,16,-1
"2494",0,35,21
"2495",1,50,1
"2496",1,21,9
"2497",0,20,1
"2498",0,23,0
"2499",0,21,18
"2500",0,17,-1
"2501",1,40,12
"2502",1,27,13
"2503",1,15,-1
"2504",1,49,11
"2505",1,20,14
"2506",1,34,18
"2507",0,84,12
"2508",0,8,-1
"2509",1,30,1
"2510",1,37,20
"2511",1,31,21
"2512",1,33,12
"2513",1,23,1
"2514",0,40,2
"2515",1,5,-1
"2516",0,66,19
"2517",1,38,1
"2518",1,31,2
"2519",1,6,-1
"2520",0,47,12
"2521",1,19,2
"2522",1,27,14
"2523",1,30,12
"2524",1,35,0
"2525",1,29,21
"2526",1,27,0
"2527",1,44,2
"2528",0,58,18
"2529",1,21,20
"2530",1,10,-1
"2531",1,21,14
"2532",1,46,14
"2533",1,36,0
"2534",0,34,21
"2535",1,42,15
"2536",0,53,14
"2537",0,22,9
"2538",1,91,1
"2539",1,4,-1
"2540",1,58,14
"2541",0,61,14
"2542",1,70,13
"2543",1,26,1
"2544",1,25,12
"2545",1,85,2
"2546",1,3,-1
"2547",1,46,14
"2548",1,42,15
"2549",0,45,18
"2550",1,1,-1
"2551",1,2,-1
"2552",1,22,16
"2553",1,20,1
"2554",1,19,2
"2555",1,52,1
"2556",1,45,18
"2557",1,64,14
"2558",0,44,16
"2559",0,31,14
"2560",1,35,13
"2561",1,19,2
"2562",1,48,9
"2563",1,75,1
"2564",1,48,14
"2565",1,64,0
"2566",0,36,2
"2567",1,27,21
"2568",1,78,12
"2569",1,30,15
"2570",1,57,2
"2571",1,2,-1
"2572",1,5,-1
"2573",1,13,-1
"2574",0,13,-1
"2575",1,8,-1
"2576",1,22,1
"2577",0,23,15
"2578",1,40,21
"2579",1,5,-1
"2580",1,47,12
"2581",0,30,8
"2582",1,8,-1
"2583",1,71,9
"2584",1,84,13
"2585",1,47,9
"2586",0,3,-1
"2587",1,3,-1
"2588",1,58,14
"2589",1,77,2
"2590",1,28,15
"2591",1,12,-1
"2592",0,23,9
"2593",1,10,-1
"2594",1,79,0
"2595",1,39,14
"2596",0,24,0
"2597",1,46,0
"2598",1,49,12
"2599",1,24,1
"2600",1,30,15
"2601",1,42,18
"2602",0,6,-1
"2603",1,22,12
"2604",0,4,-1
"2605",1,27,2
"2606",1,1,-1
"2607",1,2,-1
"2608",1,22,14
"2609",1,47,5
"2610",1,18,-1
"2611",1,2,-1
"2612",1,19,16
"2613",1,46,1
"2614",1,1,-1
"2615",1,41,12
"2616",0,3,-1
"2617",1,38,1
"2618",1,15,-1
"2619",1,16,-1
"2620",1,58,20
"2621",1,8,-1
"2622",1,20,14
"2623",0,51,12
"2624",1,62,1
"2625",1,38,1
"2626",0,45,12
"2627",1,1,-1
"2628",0,56,2
"2629",0,10,-1
"2630",1,23,14
"2631",1,68,16
"2632",1,72,14
"2633",0,58,0
"2634",1,46,14
"2635",1,2,-1
"2636",0,41,20
"2637",1,32,12
"2638",0,52,15
"2639",1,26,2
"2640",0,60,14
"2641",1,26,15
"2642",1,29,12
"2643",1,4,-1
"2644",1,50,20
"2645",1,13,-1
"2646",0,7,-1
"2647",1,48,20
"2648",0,33,18
"2649",0,24,12
"2650",1,8,-1
"2651",1,57,1
"2652",0,25,15
"2653",1,60,2
"2654",1,42,21
"2655",1,5,-1
"2656",1,18,-1
"2657",1,24,12
"2658",1,36,2
"2659",1,32,13
"2660",0,33,15
"2661",1,79,14
"2662",1,29,1
"2663",1,3,-1
"2664",1,43,20
"2665",1,71,14
"2666",1,38,14
"2667",1,62,14
"2668",1,44,1
"2669",1,49,1
"2670",1,26,20
"2671",0,27,21
"2672",1,26,15
"2673",1,86,12
"2674",1,44,15
"2675",1,62,21
"2676",0,46,14
"2677",1,13,-1
"2678",1,13,-1
"2679",1,22,12
"2680",1,21,19
"2681",1,45,12
"2682",1,44,12
"2683",1,82,20
"2684",1,6,-1
"2685",1,33,15
"2686",1,49,12
"2687",0,46,18
"2688",1,30,2
"2689",0,53,0
"2690",1,16,-1
"2691",1,17,-1
"2692",1,36,1
"2693",1,41,19
"2694",1,6,-1
"2695",1,24,12
"2696",0,33,8
"2697",1,27,12
"2698",1,41,1
"2699",1,48,0
"2700",1,25,14
"2701",1,47,3
"2702",1,55,16
"2703",1,8,-1
"2704",1,48,1
"2705",1,31,0
"2706",1,36,21
"2707",0,59,14
"2708",1,22,2
"2709",1,20,20
"2710",1,41,1
"2711",1,28,14
"2712",1,21,12
"2713",0,71,14
"2714",1,12,-1
"2715",1,85,14
"2716",1,65,1
"2717",0,36,14
"2718",1,11,-1
"2719",1,14,-1
"2720",1,47,14
"2721",1,6,-1
"2722",1,11,-1
"2723",0,2,-1
"2724",1,11,-1
"2725",1,6,-1
"2726",1,37,15
"2727",1,58,11
"2728",1,39,18
"2729",1,10,-1
"2730",0,24,12
"2731",1,31,0
"2732",1,46,1
"2733",1,49,2
"2734",1,32,0
"2735",1,33,12
"2736",1,2,-1
"2737",1,22,12
"2738",0,1,-1
"2739",0,18,-1
"2740",1,11,-1
"2741",1,9,-1
"2742",1,18,-1
"2743",1,2,-1
"2744",1,19,12
"2745",1,25,12
"2746",0,21,12
"2747",1,33,0
"2748",0,64,14
"2749",0,43,10
"2750",1,21,12
"2751",1,16,-1
"2752",1,7,-1
"2753",0,16,-1
"2754",0,58,19
"2755",0,41,1
"2756",1,41,0
"2757",0,8,-1
"2758",0,19,1
"2759",1,18,-1
"2760",1,44,0
"2761",1,54,2
"2762",1,41,21
"2763",1,72,20
"2764",1,52,3
"2765",1,20,20
"2766",1,45,12
"2767",1,58,2
"2768",1,40,2
"2769",1,86,14
"2770",1,1,-1
"2771",1,10,-1
"2772",1,27,12
"2773",1,9,-1
"2774",1,21,12
"2775",0,46,14
"2776",1,52,15
"2777",1,41,12
"2778",0,23,20
"2779",1,51,20
"2780",1,29,12
"2781",1,27,20
"2782",1,4,-1
"2783",0,60,19
"2784",1,38,15
"2785",1,3,-1
"2786",1,6,-1
"2787",1,26,8
"2788",1,42,21
"2789",0,23,12
"2790",1,20,1
"2791",1,45,12
"2792",1,55,0
"2793",0,71,1
"2794",1,54,13
"2795",1,8,-1
"2796",0,13,-1
"2797",1,1,-1
"2798",1,31,14
"2799",1,77,21
"2800",1,6,-1
"2801",1,52,15
"2802",1,4,-1
"2803",1,40,1
"2804",1,50,2
"2805",1,70,12
"2806",1,55,0
"2807",0,64,14
"2808",0,36,14
"2809",0,76,14
"2810",1,55,1
"2811",0,36,14
"2812",1,89,21
"2813",0,48,19
