"","sex","age","occupations"
"1455",0,24,12
"1456",0,21,5
"1457",1,29,12
"1458",0,14,-1
"1459",0,94,21
"1460",0,35,12
"1461",1,2,-1
"1462",0,6,-1
"1463",1,34,2
"1464",0,43,19
"1465",1,28,1
"1466",0,29,18
"1467",0,42,2
"1468",0,14,-1
"1469",0,1,-1
"1470",0,20,20
"1471",0,54,1
"1472",1,16,-1
"1473",0,5,-1
"1474",0,37,0
"1475",0,22,14
"1476",1,31,1
"1477",1,45,15
"1478",0,63,16
"1479",0,67,16
"1480",0,10,-1
"1481",0,57,14
"1482",0,24,18
"1483",0,15,-1
"1484",0,12,-1
"1485",0,33,14
"1486",0,15,-1
"1487",0,1,-1
"1488",1,61,2
"1489",0,21,12
"1490",1,66,2
"1491",1,82,21
"1492",1,20,7
"1493",0,47,2
"1494",0,31,20
"1495",0,6,-1
"1496",0,23,18
"1497",0,49,16
"1498",1,4,-1
"1499",0,19,14
"1500",0,57,1
"1501",0,33,19
"1502",0,4,-1
"1503",0,26,18
"1504",1,0,-1
"1505",0,27,12
"1506",1,36,14
"1507",0,29,14
"1508",1,2,-1
"1509",0,18,-1
"1510",0,13,-1
"1511",0,28,14
"1512",1,7,-1
"1513",1,14,-1
"1514",0,37,9
"1515",1,32,18
"1516",0,27,12
"1517",0,22,18
"1518",1,21,0
"1519",0,17,-1
"1520",0,7,-1
"1521",0,38,9
"1522",0,29,18
"1523",0,10,-1
"1524",0,5,-1
"1525",1,33,21
"1526",0,7,-1
"1527",0,0,-1
"1528",0,27,12
"1529",0,31,14
"1530",1,48,21
"1531",0,18,-1
"1532",0,1,-1
"1533",0,60,21
"1534",0,67,12
"1535",0,47,18
"1536",0,22,13
"1537",1,13,-1
"1538",0,14,-1
"1539",0,41,15
"1540",0,29,18
"1541",0,34,1
"1542",0,47,21
"1543",0,51,15
"1544",1,39,12
"1545",1,11,-1
"1546",0,61,21
"1547",0,35,12
"1548",1,48,14
"1549",0,32,1
"1550",0,19,14
"1551",1,21,14
"1552",0,3,-1
"1553",0,51,14
"1554",1,12,-1
"1555",1,15,-1
"1556",1,15,-1
"1557",0,38,1
"1558",0,43,12
"1559",0,7,-1
"1560",0,15,-1
"1561",0,8,-1
"1562",1,7,-1
"1563",0,43,18
"1564",0,42,15
"1565",0,79,1
"1566",0,62,1
"1567",0,11,-1
"1568",0,7,-1
"1569",0,33,18
"1570",0,18,-1
"1571",0,36,0
"1572",1,46,16
"1573",0,39,8
"1574",0,20,9
"1575",0,68,0
"1576",0,26,5
"1577",1,15,-1
"1578",0,58,11
"1579",0,58,1
"1580",0,31,14
"1581",0,51,21
"1582",1,75,0
"1583",0,20,15
"1584",1,23,19
"1585",0,7,-1
"1586",1,45,12
"1587",0,54,14
"1588",0,60,16
"1589",0,53,1
"1590",0,30,0
"1591",0,32,14
"1592",0,30,18
"1593",0,6,-1
"1594",0,20,12
"1595",0,15,-1
"1596",0,1,-1
"1597",0,26,12
"1598",0,1,-1
"1599",0,29,18
"1600",1,51,12
"1601",0,5,-1
"1602",0,7,-1
"1603",0,35,2
"1604",0,49,1
"1605",0,23,1
"1606",0,59,14
"1607",0,24,1
"1608",0,3,-1
"1609",0,16,-1
"1610",1,21,2
"1611",0,19,11
"1612",1,25,1
"1613",0,3,-1
"1614",1,58,20
"1615",0,46,5
"1616",0,54,6
"1617",0,3,-1
"1618",0,10,-1
"1619",0,20,0
"1620",0,58,18
"1621",0,10,-1
"1622",1,7,-1
"1623",0,34,21
"1624",0,36,12
"1625",0,25,18
"1626",0,64,1
"1627",1,20,12
"1628",0,29,14
"1629",0,32,14
"1630",0,53,21
"1631",0,42,2
"1632",0,23,12
"1633",0,21,0
"1634",1,34,13
"1635",0,44,14
"1636",0,81,15
"1637",0,73,14
"1638",0,36,15
"1639",0,88,14
"1640",1,35,21
"1641",0,17,-1
"1642",0,42,18
"1643",1,44,2
"1644",0,13,-1
"1645",0,49,1
"1646",0,27,21
"1647",1,34,19
"1648",1,35,7
"1649",0,23,1
"1650",0,31,12
"1651",1,18,-1
"1652",0,58,19
"1653",0,6,-1
"1654",0,16,-1
"1655",0,16,-1
"1656",0,53,2
"1657",0,48,16
"1658",0,12,-1
"1659",0,59,16
"1660",0,28,12
"1661",1,40,3
"1662",0,15,-1
"1663",0,54,15
"1664",0,1,-1
"1665",1,15,-1
"1666",1,31,14
"1667",1,9,-1
"1668",0,9,-1
"1669",0,44,21
"1670",0,31,21
"1671",0,62,12
"1672",1,66,18
"1673",0,26,15
"1674",0,10,-1
"1675",1,37,9
"1676",1,29,13
"1677",0,30,18
"1678",0,6,-1
"1679",1,69,1
"1680",0,19,14
"1681",0,58,18
"1682",0,32,2
"1683",0,17,-1
"1684",0,53,2
"1685",0,34,2
"1686",0,16,-1
"1687",0,6,-1
"1688",0,38,19
"1689",0,20,21
"1690",0,42,15
"1691",0,31,19
"1692",0,12,-1
"1693",0,59,2
"1694",0,25,21
"1695",0,27,20
"1696",0,38,14
"1697",0,5,-1
"1698",0,14,-1
"1699",1,52,12
"1700",0,8,-1
"1701",0,25,12
"1702",0,6,-1
"1703",1,11,-1
"1704",0,25,0
"1705",0,46,19
"1706",1,24,12
"1707",0,30,14
"1708",1,21,18
"1709",1,54,14
"1710",0,37,14
"1711",0,34,20
"1712",0,30,21
"1713",0,9,-1
"1714",0,36,14
"1715",1,4,-1
"1716",1,12,-1
"1717",0,31,18
"1718",0,19,14
"1719",1,6,-1
"1720",1,76,11
"1721",0,58,7
"1722",0,9,-1
"1723",1,21,21
"1724",0,64,12
"1725",1,31,16
"1726",0,24,18
"1727",0,1,-1
"1728",0,36,0
"1729",0,29,21
"1730",0,74,7
"1731",0,24,21
"1732",0,37,12
"1733",1,65,11
"1734",0,30,2
"1735",0,37,14
"1736",1,15,-1
"1737",1,27,15
"1738",0,36,12
"1739",0,1,-1
"1740",0,28,1
"1741",1,67,1
"1742",1,55,12
"1743",0,40,1
"1744",0,30,14
"1745",0,16,-1
"1746",0,57,9
"1747",0,54,15
"1748",0,5,-1
"1749",1,31,12
"1750",0,51,9
"1751",0,64,15
"1752",0,55,15
"1753",0,18,-1
"1754",1,71,14
"1755",0,12,-1
"1756",0,5,-1
"1757",0,32,0
"1758",0,26,20
"1759",0,5,-1
"1760",0,70,8
"1761",0,54,9
"1762",0,6,-1
"1763",1,80,14
"1764",0,22,0
"1765",0,78,14
"1766",0,26,2
"1767",0,66,12
"1768",1,47,7
"1769",0,57,12
"1770",0,42,12
"1771",0,40,9
"1772",0,29,2
"1773",0,30,0
"1774",0,34,14
"1775",0,16,-1
"1776",0,18,-1
"1777",0,24,15
"1778",0,13,-1
"1779",0,11,-1
"1780",0,24,21
"1781",0,50,14
"1782",0,61,14
"1783",0,30,21
"1784",0,3,-1
"1785",0,35,11
"1786",1,5,-1
"1787",0,15,-1
"1788",0,62,0
"1789",0,26,15
"1790",0,20,1
"1791",0,77,15
"1792",1,34,0
"1793",0,45,16
"1794",0,11,-1
"1795",0,32,1
"1796",0,46,14
"1797",1,51,20
"1798",0,44,9
"1799",0,4,-1
"1800",1,28,1
"1801",1,36,12
"1802",0,47,2
"1803",1,75,15
"1804",0,51,1
"1805",1,14,-1
"1806",1,57,21
"1807",0,47,16
"1808",1,59,1
"1809",1,50,11
"1810",1,31,1
"1811",0,36,2
"1812",0,9,-1
"1813",0,87,14
"1814",1,33,12
"1815",0,57,9
"1816",0,14,-1
"1817",0,28,12
"1818",0,76,0
"1819",0,12,-1
"1820",0,54,12
"1821",0,3,-1
"1822",0,19,2
"1823",1,25,14
"1824",0,27,18
"1825",0,4,-1
"1826",0,22,14
"1827",1,13,-1
"1828",0,20,21
"1829",0,54,12
"1830",0,60,21
"1831",0,8,-1
"1832",0,52,21
"1833",0,63,6
"1834",0,46,1
"1835",0,28,12
"1836",1,26,12
"1837",1,94,2
"1838",0,48,15
"1839",0,28,2
"1840",0,8,-1
"1841",0,19,14
"1842",1,26,0
"1843",0,57,2
"1844",0,32,8
"1845",0,30,5
"1846",0,43,2
"1847",0,41,21
"1848",1,56,14
"1849",0,25,14
"1850",0,26,2
"1851",0,3,-1
"1852",0,52,0
"1853",0,20,21
"1854",0,52,11
"1855",1,38,14
"1856",0,47,20
"1857",0,41,12
"1858",0,6,-1
"1859",1,77,19
"1860",0,54,14
"1861",0,30,12
"1862",0,42,14
"1863",0,6,-1
"1864",0,54,12
"1865",1,18,-1
"1866",1,20,2
"1867",0,21,1
"1868",0,35,14
"1869",1,25,14
"1870",1,47,9
"1871",1,3,-1
"1872",0,19,2
"1873",1,27,14
"1874",0,23,2
"1875",0,32,14
"1876",0,39,12
"1877",0,2,-1
"1878",0,12,-1
"1879",1,24,18
"1880",0,58,2
"1881",0,2,-1
"1882",0,4,-1
"1883",1,23,2
"1884",0,42,21
"1885",1,41,1
"1886",0,13,-1
"1887",0,10,-1
"1888",0,3,-1
"1889",0,44,10
"1890",0,8,-1
"1891",0,21,15
"1892",0,50,14
"1893",1,19,1
"1894",1,19,2
"1895",0,17,-1
"1896",0,23,18
"1897",0,47,19
"1898",0,0,-1
"1899",0,44,1
"1900",0,10,-1
"1901",1,3,-1
"1902",1,39,12
"1903",0,21,21
"1904",0,39,0
"1905",0,61,18
"1906",1,34,0
"1907",0,66,14
"1908",0,34,18
"1909",0,6,-1
"1910",0,24,19
"1911",0,58,0
"1912",0,17,-1
"1913",0,13,-1
"1914",0,42,1
"1915",0,42,21
"1916",1,54,19
"1917",0,11,-1
"1918",0,23,20
"1919",0,31,14
"1920",1,21,20
"1921",0,76,12
"1922",0,25,18
"1923",0,23,0
"1924",0,55,15
"1925",0,9,-1
"1926",0,65,14
"1927",0,44,14
"1928",0,56,12
"1929",0,0,-1
"1930",0,38,18
"1931",0,40,16
"1932",1,52,14
"1933",0,60,20
"1934",0,28,2
"1935",0,20,19
"1936",1,37,2
"1937",0,50,20
"1938",0,68,19
"1939",1,79,20
"1940",0,24,2
"1941",0,43,20
"1942",0,14,-1
"1943",0,4,-1
"1944",0,35,15
"1945",1,27,20
"1946",0,39,21
"1947",1,21,14
"1948",0,55,2
"1949",0,17,-1
"1950",0,56,12
"1951",1,56,2
"1952",0,46,0
"1953",0,43,12
"1954",0,39,1
"1955",1,44,12
"1956",0,44,0
"1957",0,23,12
"1958",0,51,1
"1959",0,19,12
"1960",0,11,-1
"1961",0,62,12
"1962",0,39,12
"1963",0,30,0
"1964",1,75,2
"1965",0,66,18
"1966",0,55,18
"1967",1,16,-1
"1968",1,1,-1
"1969",0,38,1
"1970",1,6,-1
"1971",0,11,-1
"1972",1,17,-1
"1973",0,21,12
"1974",0,40,14
"1975",1,22,13
"1976",0,44,12
"1977",0,33,1
"1978",0,52,20
"1979",0,18,-1
"1980",0,27,1
"1981",0,49,1
"1982",1,42,0
"1983",1,33,1
"1984",1,47,16
"1985",0,16,-1
"1986",0,29,21
"1987",1,21,14
"1988",0,40,14
"1989",1,42,1
"1990",0,51,1
"1991",0,45,19
"1992",0,10,-1
"1993",0,58,3
"1994",0,75,6
"1995",0,46,14
"1996",0,0,-1
"1997",0,2,-1
"1998",0,49,0
"1999",0,23,8
"2000",0,40,16
"2001",0,29,14
"2002",1,58,1
"2003",0,26,14
"2004",0,35,21
"2005",0,5,-1
"2006",0,33,17
"2007",1,5,-1
"2008",0,27,1
"2009",0,31,2
"2010",0,13,-1
"2011",0,51,12
"2012",0,6,-1
"2013",0,51,21
"2014",0,68,13
"2015",1,20,15
"2016",0,46,20
"2017",0,28,1
"2018",0,4,-1
"2019",0,14,-1
"2020",0,34,14
"2021",0,3,-1
"2022",0,50,3
"2023",0,11,-1
"2024",1,4,-1
"2025",0,11,-1
"2026",0,26,2
"2027",1,75,2
"2028",0,24,0
"2029",0,28,10
"2030",0,33,20
"2031",0,61,12
"2032",0,10,-1
"2033",0,20,2
"2034",0,19,20
"2035",0,19,2
"2036",0,50,14
"2037",0,18,-1
"2038",0,20,14
"2039",1,48,1
"2040",0,31,17
"2041",0,12,-1
"2042",1,13,-1
"2043",0,13,-1
"2044",0,26,14
"2045",1,6,-1
"2046",0,5,-1
"2047",0,9,-1
"2048",0,43,1
"2049",0,26,14
"2050",1,47,13
"2051",0,29,13
"2052",0,30,18
"2053",0,43,14
"2054",0,31,14
"2055",0,15,-1
"2056",1,2,-1
"2057",0,18,-1
"2058",0,73,16
"2059",0,50,13
"2060",1,24,19
"2061",0,38,15
"2062",0,28,9
"2063",1,2,-1
"2064",1,62,18
"2065",1,26,1
"2066",0,25,14
"2067",0,7,-1
"2068",0,9,-1
"2069",0,36,1
"2070",0,1,-1
"2071",1,70,12
"2072",0,55,0
"2073",0,59,16
"2074",0,47,20
"2075",0,20,14
"2076",0,19,21
"2077",0,10,-1
"2078",1,39,2
"2079",1,27,6
"2080",1,5,-1
"2081",0,10,-1
"2082",0,29,12
"2083",0,19,1
"2084",0,54,2
"2085",0,6,-1
"2086",0,12,-1
"2087",0,65,15
"2088",0,2,-1
"2089",0,15,-1
"2090",1,16,-1
"2091",0,14,-1
"2092",0,77,12
"2093",0,59,12
"2094",0,50,18
"2095",0,53,14
"2096",0,10,-1
"2097",0,25,14
"2098",0,44,12
"2099",0,20,16
"2100",1,22,1
"2101",0,6,-1
"2102",0,64,13
"2103",0,15,-1
"2104",0,35,20
"2105",0,53,11
"2106",0,8,-1
"2107",0,6,-1
"2108",0,23,15
"2109",0,45,14
"2110",0,9,-1
"2111",0,63,18
"2112",0,38,15
"2113",0,41,12
"2114",0,52,14
"2115",0,18,-1
"2116",0,58,2
"2117",1,34,1
"2118",1,19,15
"2119",1,42,2
"2120",1,55,21
"2121",0,83,20
"2122",0,44,19
"2123",0,34,0
"2124",1,69,0
"2125",0,38,12
"2126",1,7,-1
"2127",1,19,12
"2128",1,37,0
"2129",0,16,-1
"2130",0,24,18
"2131",0,24,12
"2132",1,18,-1
"2133",0,13,-1
"2134",0,13,-1
"2135",1,6,-1
"2136",0,26,19
"2137",0,39,12
"2138",0,23,21
"2139",1,7,-1
"2140",0,43,16
"2141",0,23,20
"2142",0,61,1
"2143",0,65,1
"2144",0,34,2
"2145",0,72,14
"2146",0,26,14
"2147",0,32,2
"2148",1,36,0
"2149",0,21,20
"2150",0,39,14
"2151",0,5,-1
"2152",0,19,15
"2153",1,58,19
"2154",0,34,14
"2155",0,13,-1
"2156",0,10,-1
"2157",0,1,-1
"2158",0,43,20
"2159",1,25,2
"2160",1,27,15
"2161",0,8,-1
"2162",1,37,18
"2163",1,29,2
"2164",0,18,-1
"2165",0,65,1
"2166",1,36,9
"2167",0,7,-1
"2168",0,46,21
"2169",1,14,-1
"2170",0,48,12
"2171",1,15,-1
"2172",0,76,14
"2173",0,16,-1
"2174",0,21,15
"2175",0,53,2
"2176",1,45,12
"2177",1,19,19
"2178",0,30,21
"2179",0,15,-1
"2180",0,73,14
"2181",0,1,-1
"2182",1,1,-1
"2183",0,27,21
"2184",0,73,12
"2185",0,39,1
"2186",0,33,15
"2187",0,4,-1
"2188",0,18,-1
"2189",0,7,-1
"2190",0,35,12
"2191",0,44,2
"2192",0,45,14
"2193",0,9,-1
"2194",1,40,2
"2195",0,49,14
"2196",0,40,12
"2197",0,25,12
"2198",0,24,1
"2199",0,38,14
"2200",0,60,15
"2201",1,17,-1
"2202",0,36,0
"2203",0,21,2
"2204",0,55,12
"2205",0,22,18
"2206",0,37,14
"2207",0,71,9
"2208",0,50,1
"2209",1,52,2
"2210",0,50,19
"2211",1,5,-1
"2212",0,69,12
"2213",0,0,-1
"2214",0,42,14
"2215",0,32,20
"2216",0,44,12
"2217",0,9,-1
"2218",0,50,12
"2219",0,3,-1
"2220",0,5,-1
"2221",0,40,2
"2222",0,73,14
"2223",0,5,-1
"2224",1,4,-1
"2225",0,19,0
"2226",1,1,-1
"2227",0,24,13
"2228",1,49,0
"2229",0,51,21
"2230",1,1,-1
"2231",0,21,9
"2232",0,4,-1
"2233",0,0,-1
"2234",0,35,12
"2235",0,52,1
"2236",0,65,16
"2237",1,49,2
"2238",0,75,12
"2239",0,0,-1
"2240",0,18,-1
"2241",1,2,-1
"2242",0,23,4
"2243",0,27,9
"2244",0,46,15
"2245",0,77,12
"2246",1,0,-1
"2247",0,25,9
"2248",1,41,15
"2249",0,5,-1
"2250",0,33,0
"2251",0,32,9
"2252",0,54,18
"2253",0,32,0
"2254",0,27,0
"2255",0,35,14
"2256",0,65,21
"2257",1,48,9
"2258",0,33,4
"2259",1,25,12
"2260",1,50,18
"2261",0,38,0
"2262",1,18,-1
"2263",0,44,2
"2264",1,46,12
"2265",0,44,21
"2266",0,61,8
"2267",1,28,15
"2268",0,32,14
"2269",0,53,14
"2270",1,29,2
"2271",1,22,0
"2272",0,31,2
"2273",0,23,11
"2274",1,52,12
"2275",1,68,16
"2276",0,5,-1
"2277",0,63,12
"2278",1,19,21
"2279",0,37,12
"2280",1,9,-1
"2281",0,3,-1
"2282",0,33,1
"2283",0,57,9
"2284",0,37,21
"2285",0,9,-1
"2286",0,18,-1
"2287",0,5,-1
"2288",0,30,1
"2289",0,66,12
"2290",1,15,-1
"2291",0,29,2
"2292",1,58,21
"2293",1,39,12
"2294",0,8,-1
"2295",1,67,21
"2296",0,9,-1
"2297",0,58,2
"2298",0,20,15
"2299",0,8,-1
"2300",0,38,9
"2301",1,29,12
"2302",0,0,-1
"2303",1,48,12
"2304",0,7,-1
"2305",0,26,1
"2306",0,19,14
"2307",0,6,-1
"2308",1,25,12
"2309",0,21,2
"2310",1,101,14
"2311",0,47,20
"2312",0,38,21
"2313",0,65,2
"2314",0,8,-1
"2315",0,12,-1
"2316",0,9,-1
"2317",0,3,-1
"2318",0,24,0
"2319",1,12,-1
"2320",0,37,14
"2321",0,23,20
"2322",0,64,21
"2323",0,10,-1
"2324",0,27,12
"2325",0,23,9
"2326",0,44,14
"2327",0,65,14
"2328",0,27,2
"2329",0,62,14
"2330",0,19,12
"2331",0,19,14
"2332",0,45,12
"2333",1,18,-1
"2334",0,28,16
"2335",1,34,14
"2336",0,33,14
"2337",1,12,-1
"2338",0,46,2
"2339",0,47,2
"2340",0,35,1
"2341",1,18,-1
"2342",0,36,18
"2343",1,49,3
"2344",0,61,14
"2345",0,65,0
"2346",0,3,-1
"2347",1,39,2
"2348",0,68,18
"2349",0,48,12
"2350",0,22,0
"2351",0,21,12
"2352",1,15,-1
"2353",0,29,2
"2354",0,45,0
"2355",0,27,19
"2356",0,35,1
"2357",1,11,-1
"2358",0,65,1
"2359",0,35,1
"2360",0,26,12
"2361",0,16,-1
"2362",0,53,15
"2363",0,38,1
"2364",0,18,-1
"2365",0,15,-1
"2366",1,10,-1
"2367",0,78,2
"2368",0,22,14
"2369",0,26,18
"2370",0,8,-1
"2371",0,37,13
"2372",0,11,-1
"2373",0,5,-1
"2374",0,32,2
"2375",0,40,21
"2376",0,60,2
"2377",0,24,1
"2378",0,45,16
"2379",1,41,2
"2380",1,36,12
"2381",0,50,0
"2382",0,69,21
"2383",1,50,19
"2384",0,14,-1
"2385",0,49,14
"2386",0,41,1
"2387",1,75,1
"2388",1,27,14
"2389",0,44,1
"2390",1,16,-1
"2391",0,16,-1
"2392",1,18,-1
"2393",0,49,20
"2394",1,53,1
"2395",1,7,-1
"2396",0,7,-1
"2397",0,76,14
"2398",0,28,14
"2399",0,8,-1
"2400",0,33,14
"2401",0,47,2
"2402",1,52,2
"2403",0,0,-1
"2404",1,37,21
"2405",0,18,-1
"2406",1,10,-1
"2407",0,11,-1
"2408",0,3,-1
"2409",0,30,15
"2410",0,18,-1
"2411",0,29,7
"2412",0,59,20
"2413",0,47,18
"2414",0,55,4
"2415",0,8,-1
"2416",0,47,0
"2417",1,58,12
"2418",0,42,1
"2419",0,44,20
"2420",0,33,9
"2421",0,8,-1
"2422",1,20,0
"2423",0,59,12
"2424",0,44,14
"2425",0,46,19
"2426",0,33,1
"2427",0,4,-1
"2428",0,71,15
"2429",0,0,-1
"2430",0,16,-1
"2431",1,19,1
"2432",0,71,21
"2433",0,25,16
"2434",0,27,12
"2435",1,79,1
"2436",0,29,12
"2437",0,31,12
"2438",0,39,0
"2439",1,38,14
"2440",0,47,21
"2441",0,36,18
"2442",0,69,12
"2443",0,16,-1
"2444",0,35,20
"2445",0,103,12
"2446",1,27,20
"2447",0,14,-1
"2448",1,48,12
"2449",0,69,1
"2450",1,51,14
"2451",1,45,21
"2452",1,22,0
"2453",0,37,14
"2454",0,39,14
"2455",1,21,1
"2456",0,39,15
"2457",0,23,1
"2458",0,33,12
"2459",0,10,-1
"2460",0,6,-1
"2461",0,27,14
"2462",0,37,9
"2463",0,58,20
"2464",0,36,14
"2465",0,34,14
"2466",0,24,15
"2467",1,28,12
"2468",0,23,16
"2469",0,43,2
"2470",1,57,16
"2471",0,28,19
"2472",0,22,0
"2473",1,34,20
"2474",0,28,12
"2475",0,91,19
"2476",1,37,9
"2477",0,41,14
"2478",1,10,-1
"2479",0,44,13
"2480",0,41,14
"2481",0,40,12
"2482",1,23,12
"2483",0,45,1
"2484",0,5,-1
"2485",0,17,-1
"2486",1,33,2
"2487",0,57,9
"2488",0,31,15
"2489",0,30,12
"2490",0,7,-1
"2491",0,6,-1
"2492",0,25,14
"2493",0,74,1
"2494",0,26,14
"2495",0,3,-1
"2496",1,12,-1
"2497",0,42,14
"2498",0,31,18
"2499",0,39,12
"2500",0,3,-1
"2501",0,22,21
"2502",0,3,-1
"2503",0,2,-1
"2504",0,58,14
"2505",0,25,9
"2506",1,25,19
"2507",1,26,18
"2508",0,7,-1
"2509",0,68,12
"2510",0,60,1
"2511",0,8,-1
"2512",0,16,-1
"2513",1,40,16
"2514",0,36,20
"2515",0,46,14
"2516",0,42,14
"2517",0,46,9
"2518",0,65,18
"2519",0,44,1
"2520",0,11,-1
"2521",0,60,16
"2522",0,10,-1
"2523",0,92,18
"2524",0,16,-1
"2525",1,4,-1
"2526",0,93,6
"2527",0,29,12
"2528",0,84,21
"2529",0,47,0
"2530",0,6,-1
"2531",0,1,-1
"2532",0,8,-1
"2533",0,53,18
"2534",0,36,14
"2535",1,50,0
"2536",0,53,21
"2537",0,2,-1
"2538",0,61,0
"2539",0,10,-1
"2540",0,9,-1
"2541",1,82,12
"2542",0,10,-1
"2543",0,11,-1
"2544",0,30,14
"2545",0,49,15
"2546",0,40,14
"2547",0,37,18
"2548",1,16,-1
"2549",0,21,19
"2550",1,32,21
"2551",0,52,13
"2552",1,30,0
"2553",1,6,-1
"2554",0,3,-1
"2555",0,23,1
"2556",0,38,19
"2557",0,52,18
"2558",0,48,14
"2559",0,38,1
"2560",0,28,12
"2561",0,15,-1
"2562",0,31,2
"2563",1,32,16
"2564",0,56,14
"2565",0,20,12
"2566",0,77,14
"2567",0,7,-1
"2568",1,46,2
"2569",0,34,14
"2570",0,17,-1
"2571",0,104,2
"2572",0,0,-1
"2573",0,8,-1
"2574",0,14,-1
"2575",1,25,5
"2576",1,26,0
"2577",0,69,18
"2578",0,18,-1
"2579",0,18,-1
"2580",0,23,15
"2581",1,6,-1
"2582",1,49,12
"2583",1,66,0
"2584",0,3,-1
"2585",0,47,12
"2586",0,16,-1
"2587",0,58,1
"2588",0,6,-1
"2589",0,31,7
"2590",0,30,2
"2591",0,77,1
"2592",0,0,-1
"2593",1,1,-1
"2594",0,33,11
"2595",0,1,-1
"2596",0,40,0
"2597",0,16,-1
"2598",0,57,2
"2599",0,25,12
"2600",0,0,-1
"2601",1,3,-1
"2602",0,73,14
"2603",1,71,2
"2604",0,23,14
"2605",1,13,-1
"2606",1,32,20
"2607",0,52,14
"2608",0,42,14
"2609",0,12,-1
"2610",0,33,12
"2611",0,33,2
"2612",0,42,12
"2613",0,7,-1
"2614",0,67,21
"2615",0,16,-1
"2616",0,33,20
"2617",0,6,-1
"2618",0,32,12
"2619",1,30,1
"2620",0,10,-1
"2621",0,24,0
"2622",0,28,21
"2623",1,20,21
"2624",1,42,21
"2625",0,4,-1
"2626",0,46,14
"2627",1,52,18
"2628",0,2,-1
"2629",0,38,9
"2630",1,42,12
"2631",0,67,15
"2632",0,23,12
"2633",0,24,0
"2634",1,31,11
"2635",0,19,2
"2636",0,42,2
"2637",0,8,-1
"2638",0,10,-1
"2639",1,2,-1
"2640",1,37,9
"2641",0,7,-1
"2642",0,51,1
"2643",1,11,-1
"2644",0,45,12
"2645",1,70,15
"2646",1,12,-1
"2647",1,22,17
"2648",1,29,11
"2649",1,4,-1
"2650",0,24,13
"2651",0,29,16
"2652",1,50,14
"2653",0,40,12
"2654",1,45,14
"2655",1,12,-1
"2656",0,31,12
"2657",0,50,12
"2658",0,12,-1
"2659",0,21,14
"2660",1,85,0
"2661",1,4,-1
"2662",0,10,-1
"2663",0,38,14
"2664",0,20,14
"2665",0,27,21
"2666",1,16,-1
"2667",0,39,1
"2668",0,18,-1
"2669",0,1,-1
"2670",0,50,4
"2671",0,32,12
"2672",1,43,14
"2673",0,30,14
"2674",1,49,3
"2675",0,13,-1
"2676",1,59,18
"2677",0,72,1
"2678",0,20,1
"2679",0,34,0
"2680",0,51,14
"2681",0,36,14
"2682",1,40,2
"2683",0,49,12
"2684",1,31,0
"2685",0,19,16
"2686",0,32,7
"2687",0,49,19
"2688",0,55,12
"2689",0,16,-1
"2690",1,9,-1
"2691",0,14,-1
"2692",1,56,15
"2693",0,25,15
"2694",1,47,3
"2695",0,14,-1
"2696",0,14,-1
"2697",0,67,19
"2698",0,58,16
"2699",0,45,18
"2700",0,1,-1
"2701",0,32,21
"2702",0,17,-1
"2703",1,1,-1
"2704",0,27,11
"2705",0,48,0
"2706",0,28,20
"2707",0,47,20
"2708",0,12,-1
"2709",1,7,-1
"2710",0,73,12
"2711",0,29,14
"2712",0,43,14
"2713",1,16,-1
"2714",1,27,2
"2715",0,59,9
"2716",0,55,1
"2717",0,33,10
"2718",0,40,14
"2719",0,31,0
"2720",0,3,-1
"2721",0,57,1
"2722",0,42,12
"2723",0,29,1
"2724",0,12,-1
"2725",0,30,5
"2726",0,61,0
"2727",0,41,14
"2728",0,36,21
"2729",0,16,-1
"2730",0,1,-1
"2731",0,14,-1
"2732",0,27,21
"2733",1,8,-1
"2734",0,7,-1
"2735",0,43,1
"2736",1,71,2
"2737",0,15,-1
"2738",0,38,17
"2739",1,8,-1
"2740",0,80,15
"2741",0,16,-1
"2742",0,35,2
"2743",0,6,-1
"2744",0,6,-1
"2745",0,32,14
"2746",0,27,3
"2747",1,50,20
"2748",0,72,7
"2749",0,26,12
"2750",0,1,-1
"2751",0,22,15
"2752",1,0,-1
"2753",0,8,-1
"2754",0,35,14
"2755",1,8,-1
"2756",1,10,-1
"2757",0,39,20
"2758",0,18,-1
"2759",0,13,-1
"2760",0,31,21
"2761",0,47,14
"2762",0,20,12
"2763",0,10,-1
"2764",0,7,-1
"2765",0,24,21
"2766",0,61,15
"2767",0,34,21
"2768",0,0,-1
"2769",1,17,-1
"2770",1,5,-1
"2771",0,8,-1
"2772",0,32,15
"2773",0,18,-1
"2774",0,3,-1
"2775",0,30,15
"2776",0,51,21
"2777",0,12,-1
"2778",0,27,0
"2779",0,70,21
"2780",0,20,19
"2781",0,17,-1
"2782",0,54,12
"2783",0,14,-1
"2784",0,24,9
"2785",1,17,-1
"2786",0,66,12
"2787",1,53,1
"2788",1,12,-1
"2789",0,38,18
"2790",0,30,18
"2791",0,75,1
"2792",0,30,16
"2793",0,32,9
"2794",0,11,-1
"2795",0,42,2
"2796",0,51,14
"2797",0,24,1
"2798",0,62,1
"2799",0,28,2
"2800",1,3,-1
"2801",0,35,1
"2802",0,23,1
"2803",0,15,-1
"2804",0,14,-1
"2805",1,17,-1
"2806",0,6,-1
"2807",0,15,-1
"2808",0,16,-1
"2809",0,26,19
"2810",0,10,-1
"2811",0,16,-1
